,tweet,user,location
1120,rt @xpressandhra: #oxygencrisis: train with 80 tonnes of #oxygen arrives in #andhrapradesh from #gujarat https://t.co/p229fqjg6d via @newin…,Guru_TNIE,Vijayawada
1121,"rt @newsonline_chd: centre highlights to states/uts critical protocols for covid-19 containment &amp; management in peri-urban, rural and triba…",wireless_step,
1122,"rt @abhyudayjindal: a moment of pride for the entire @jindal_official family as @cmohry inaugurated the 500-bedded, oxygen enabled hospital…",Jindal_Official,"New Delhi, India"
1123,"rt @airnews_hyd: rachakonda police station, hyderabad has started a website for plasma donation, oxygen cylinder bank for covid patients. #…",vishwa_samvad,Delhi
1124,"rt @logicalindians: the politician, along with his 1000-member team, has been responding to multiple 3sos messages and helping people find…",iyctripura,"Tripura, India"
1125,"centre highlights to states/uts critical protocols for covid-19 containment &amp; management in peri-urban, rural and t… https://t.co/nrpxyltmeq",newsonline_chd,Chandigarh
1126,"rt @radiochinar: he mentioned about the 250 bed hospital established at rangreth &amp; other initiatives like provisioning of icu beds, #oxygen…",AshiqHu07063903,
1127,"rt @sirishac: it's a struggle to get a #covid test, a struggle to find a #hospital bed, a struggle to get #oxygen, to have access to a #ven…",Covid19Help10,
1128,"rt @mojsdowrrdgr: overcoming all hurdles, railways is continuing its journey of bringing relief by delivering liquid medical #oxygen to var…",BaniwalChhaya,
1129,"it's a struggle to get a #covid test, a struggle to find a #hospital bed, a struggle to get #oxygen, to have access… https://t.co/qj0f4qe9so",sirishac,
1130,"rt @rhythms22: #navneetkalra exclusive
lawyers tell @republic moving for bail.
kalra wl be produced before cmm,saket court.

delhi court:pr…",bgopu1973,"Mumbai, India"
1131,"rt @bombay_poetess: please amplify this for those who need this in #delhi 🙏🏼

#oxygen #oxygencrisis #covidsecondwaveinindia #covid19india #…",Covid19Help10,
1132,"rt @bombay_poetess: please amplify this for those who need this in #delhi 🙏🏼

#oxygen #oxygencrisis #covidsecondwaveinindia #covid19india #…",NinadB_06,
1133,mvd facilitating transportation of liquid medical oxygen from vallarpadam terminal to various parts of the state.… https://t.co/lrsrgpalbw,KeralaMvd,"Kerala, India."
1134,"rt @mygovindia: #latestupdate: overcoming all hurdles, @railminindia is continuing its journey of bringing relief by delivering liquid medi…",AskDrShashank,Mumbai
1135,"rt @bombay_poetess: please amplify this for those who need this in #delhi 🙏🏼

#oxygen #oxygencrisis #covidsecondwaveinindia #covid19india #…",darrencaldeira,"Bombay, India"
1136,"rt @mojsdowrrdgr: overcoming all hurdles, railways is continuing its journey of bringing relief by delivering liquid medical #oxygen to var…",fobcbe,Coimbatore
1137,#noida│those in need can simply call and book oxygen cylinders or oxygen concentrators and the same will be deliver… https://t.co/mlopvcdr2t,Outlookindia,"New Delhi, India"
1138,"#gst is applicable on domestic supplies and commercial import of #vaccines at 5 per cent and on #covid drugs,… https://t.co/u4r5wgz76e",bsindia,India
1139,"rt @anupamrajsingh2: 2.15 lkh #trees ,mostly endemic and medicinal, to be chopped in draught prone bundelkhand. wildlife losses- huge. 5.59…",hypocrite_yes,Madurai 
1140,"rt @jsplcorporate: 3 tankers carrying 49mt of 𝐋𝐢𝐪𝐮𝐢𝐝 𝐌𝐞𝐝𝐢𝐜𝐚𝐥 𝐎𝐱𝐲𝐠𝐞𝐧 dispatched to vijayawada, andhra pradesh from our #oxygen plant at jspl…",SKPadhee,Raigarh
1141,"rt @livelawindia: #breaking

oxygen concentrators hoarding case: #delhipolice today arrested businessman #navneetkalra, accused in connecti…",answeringlaw,Kerala
1142,"rt @sharma0013: thanks to @mpnaveenjindal sir &amp; jindal family 🙏

we shall overcome! 👍

#indiafightscovid19 #oxygen #oxygenforindia 

@savit…",rbanwala,
1143,"new #covidfacility at hyatt regency delhi. #verified on 10.05.2021

they are accepting senior patients with mild sy… https://t.co/bj2pvxhivy",madhvimik,"Noida, India"
1144,"rt @ashitgolu: we manufacture portable oxygen cylinders for emergency uses in mumbai and deliver pan india.
📞8850968921
#covidemergency2021…",goalsecom,Worldwide
1145,"rt @radiochinarfm: he mentioned about the 250 bed hospital established at rangreth &amp; other initiatives like provision of icu beds, #oxygen…",Salmanb38070022,
1146,rt @pibtvpm: pm @narendramodi - govt is dedicated to setting up #covid hospitals/care centres...#oxygen plants are being estd with latest t…,ROBTrivandrum,"Thiruvananthapuram, India"
1147,"rt @vmbjp: thanks to @railminindia &amp; @piyushgoyal ji for providing kerala with 118 mt of oxygen. 

the first oxygen train to kerala arrived…",vishwa_samvad,Delhi
1148,rt @indiannavy: big boost to #oxygen supply in andhra pradesh as #indiannavy team airlifted from #vizag repairs two major oxygen plants at…,Chanakya003,India
1149,"rt @mojsdowrrdgr: overcoming all hurdles, railways is continuing its journey of bringing relief by delivering liquid medical #oxygen to var…",NPC_INDIA_GOV,"New Delhi, India"
1150,"rt @radiochinar: he mentioned about the 250 bed hospital established at rangreth &amp; other initiatives like provisioning of icu beds, #oxygen…",Salmanb38070022,
1151,"rt @logicalindians: the politician, along with his 1000-member team, has been responding to multiple 3sos messages and helping people find…",SantoshSkamble5,"Basavakalyan, India"
1152,"rt @findcovidleads: oxygen beds available in rachi
acms hospital
contact: 9304693712
verified at 9:12 am on may 17
#ranchi #covid19indiahel…",ModiforPMOrg,India
1153,"please amplify this for those who need this in #delhi 🙏🏼

#oxygen #oxygencrisis #covidsecondwaveinindia… https://t.co/shymfvsdjt",bombay_poetess,"Vancouver, British Columbia"
1154,"rt @findcovidleads: oxygen refill service available at various locations in delhi 
contact no.: +91 98991 64012
call them after 11 am.
veri…",ModiforPMOrg,India
1155,"rt @livelawindia: #breaking

oxygen concentrators hoarding case: #delhipolice today arrested businessman #navneetkalra, accused in connecti…",Ritesh76371203,
1156,"rt @kishanreddybjp: to ensure adequate #oxygen supplies for #covid19 patients in #telangana, the 6th #oxygenexpress arrived at sanath nagar…",TSKiShaan,
1157,"rt @kishanreddybjp: to ensure adequate #oxygen supplies for #covid19 patients in #telangana, the 6th #oxygenexpress arrived at sanath nagar…",SrimanGuda,Warangal
1158,"rt @incakash: honorable chief minister yogi adityanath only one question to you, 

when there is no lack of #oxygen, why are these ventilat…",RoyalAzam,Shaheen Bagh 
1159,"overcoming all hurdles, railways is continuing its journey of bringing relief by delivering liquid medical #oxygen… https://t.co/kkzbjrnlvk",MoJSDoWRRDGR,New Delhi
1160,"a slightly belated weekend watch column this week, both featuring trapped main characters. should you hold your bre… https://t.co/tdbu7romfq",jamwhite,
1161,"lsr hospital, #patna
10 #oxygen beds available
5 #icu beds available  
contact : 8104652701
verified 17/05 , 10:25a… https://t.co/xpz4hw1wpv",COVIDCRISISREL1,
1162,"rt @radiochinar: he mentioned about the 250 bed hospital established at rangreth &amp; other initiatives like provisioning of icu beds, #oxygen…",RayeesL84893065,
1163,"rt @jsplcorporate: 3 tankers carrying 49mt of 𝐋𝐢𝐪𝐮𝐢𝐝 𝐌𝐞𝐝𝐢𝐜𝐚𝐥 𝐎𝐱𝐲𝐠𝐞𝐧 dispatched to vijayawada, andhra pradesh from our #oxygen plant at jspl…",JindalPanther,India
1164,"rt @logicalindians: the politician, along with his 1000-member team, has been responding to multiple 3sos messages and helping people find…",IYCGoa,"Goa, India"
1165,"rt @incakash: honorable chief minister yogi adityanath only one question to you, 

when there is no lack of #oxygen, why are these ventilat…",zafarnawabi123,India
1166,we launched #oxygen suppliers feature at our app. we request all supplying oxygen to #covid patients pl register at… https://t.co/3t5o50levg,Help4All_intl,"Bengaluru, India.     "
1167,"rt @logicalindians: the politician, along with his 1000-member team, has been responding to multiple 3sos messages and helping people find…",BhupendraSidar2,
1168,"rt @3rdcultureme: seeking an ambulance urgently in #ktm 

pls dm me directly #oxygen level significantly dropping",Nayahs_k,"Illam, Nepal"
1169,"our journey in state starts with #atmagaurav but with in 7 years but we lost it &amp; asking for #vaccine , #medicine ,… https://t.co/32ovjr8l3b",infomubashir,"Hyderabad, India"
1170,"9 gadgets that help monitor #oxygen levels, sanitise items and more to fight #covid19 

https://t.co/peaq3uqvxy https://t.co/jefnwjghha",123RahulJha,http://Flow.page/rahuljha
1171,"rt @vmbjp: thanks to @railminindia &amp; @piyushgoyal ji for providing kerala with 118 mt of oxygen. 

the first oxygen train to kerala arrived…",RomalSengar,बुंदेलखंड
1172,"rt @vmbjp: thanks to @railminindia &amp; @piyushgoyal ji for providing kerala with 118 mt of oxygen. 

the first oxygen train to kerala arrived…",Suryakant299,Greenland
1173,"rt @livelawindia: #breaking

oxygen concentrators hoarding case: #delhipolice today arrested businessman #navneetkalra, accused in connecti…",Ashwini20084433,
1174,a study investigated water samples from 29 sites in #lakevictoria 🇹🇿 to ascertain water 🌊quality and the amount of… https://t.co/euoza7fchc,infoNILE,East and Northeast Africa
1175,i'm watching #oxygen (2021) https://t.co/xm7yjgwtxz #trakt,andreidur7,"Bogotá, D.C., Colombia"
1176,"rt @sharma0013: thanks to @mpnaveenjindal sir &amp; jindal family 🙏

we shall overcome! 👍

#indiafightscovid19 #oxygen #oxygenforindia 

@savit…",asbelarkha,"Jind, India"
1177,"rt @pradeep74399453: my friend is trying from morning, still couldn't get. please help in anyway possible.
#hyderabad #covidhelp #plasmareq…",plasmabot2,
1178,"rt @airnews_hyd: rachakonda police station, hyderabad has started a website for plasma donation, oxygen cylinder bank for covid patients. #…",plasmabot2,
1179,"chennai schools, colleges to become #covid extension centres of govt hospitals

#covidsecondwaveinindia #gcc… https://t.co/t63uupkktm",Updatenews360E,"India, Tamil Nadu"
1180,"rt @news18dotcom: #breaking | owner of delhi’s khan chacha restaurant, #navneetkalra, who is accused of black marketing #oxygen concentrato…",KantakKantak,
1181,new covid cases drop below 3l first time after april 21 https://t.co/3qobzxdgch #oxygen #covidvaccine #rahulgandhi… https://t.co/lbk12y3wkd,Andhravilasnews,USA
1182,"rt @aapka_neighbour: russia ne #sputnik di
us ne #oxygen di
europe ne #medicine #equipment
uk ne #concentrator #ventilator
australia ne #pp…",shalinijain03,"New Delhi, India 🇮🇳 "
1183,"rt @mojsdowrrdgr: #latestupdate: overcoming all hurdles, railways is continuing its journey of bringing relief by delivering liquid medical…",EastCoastRail,Bhubaneswar
1184,"rt @sharma0013: thanks to @mpnaveenjindal sir &amp; jindal family 🙏

we shall overcome! 👍

#indiafightscovid19 #oxygen #oxygenforindia 

@savit…",HariomAggarwal6,
1185,"rt @sharma0013: thanks to @mpnaveenjindal sir &amp; jindal family 🙏

we shall overcome! 👍

#indiafightscovid19 #oxygen #oxygenforindia 

@savit…",shashirajjj,Kurkshetra
1186,"rt @vmbjp: thanks to @railminindia &amp; @piyushgoyal ji for providing kerala with 118 mt of oxygen. 

the first oxygen train to kerala arrived…",vijai63,India
1187,"rt @the_abinesh: from tomorrow 100 beds with #oxygen support covid health center at meenakshi college of engineering, kk nagar west, viruga…",rprazzy,"Chennai, India"
1188,"rt @asimkhantweets: good news amid the ongoing onslaught of #covid19pandemic.

two #oxygen generation plants made fully functional in kupwa…",yadav_gjanand,
1189,"rt @asimkhantweets: this is heart wrenching 💔

wife trying to give #oxygen through her mouth to her #covid19 postive husband while taking h…",yadav_gjanand,
1190,"rt @asimkhantweets: a transporter pyare khan from nagpur, has spent rs 85 lakh to make sure 400 metric tonnes of #oxygen reaches government…",yadav_gjanand,
1191,"rt @harendraks_ips: the #oxygen requirements of #delhi audited and saturated now, most of the #oxygentankers brought from hapa,rajkot by #o…",01_djbhatt,(Gujarat)India
1192,"@virenderadr 📢 scam alert📢
this number belongs scammers from west bengal/bihar and these people duping innocent peo… https://t.co/kn2zfokoxn",akraj555,"Laxmi Nagar, New Delhi"
1193,"#remdesivir  to be made available to public in private hosps from may 18

#covidemergency #mkstalin #oxygen… https://t.co/uvbcb5xkjf",Updatenews360E,"India, Tamil Nadu"
1194,"rt @teamsosindia: #vijayawada #oxygen

#verified @ 16-may 10:44 pm ✅

oxygen cylinders available
contact : 9676995777

#covid19indiahelp ht…",iThatMatter,India
1195,rt @israelbangalore: the #oxygen generator from #israel is up and running at kolar kgf hospital. it is truly our honour to be able to help…,bhavesh_parekh,
1196,"rt @gmsrailway: tamil nadu received its third loaded #oxygen express from tata nagar (psta) siding in jharkhand at inland container depot,…",BureauField,"Dharmapuri, India"
1197,"rt @shankar_news18: #exclusive visual from ground report on @cnnnews18
@news18india @hindinews18

great work of @dcpsouthdelhi and maidanga…",ambrishpsingh,"New Delhi-Lucknow, India"
1198,"@virenderadr 📢 scam alert📢
this number belongs scammers from west bengal/bihar and these people duping innocent peo… https://t.co/1tzsi9ycwf",akraj555,"Laxmi Nagar, New Delhi"
1199,"rt @logicalindians: the politician, along with his 1000-member team, has been responding to multiple 3sos messages and helping people find…",KhanSadik121,India
1200,@kapilindia2uk @iil2004 @officeofdkv @covidreliefin @drkumarvishwas @indiacovidres @covidindiaseva @covidnewsbymib… https://t.co/qimq78ypeu,akraj555,"Laxmi Nagar, New Delhi"
1201,"@virenderadr 📢 scam alert📢
this number belongs scammers from west bengal/bihar and these people duping innocent peo… https://t.co/wyof6kkmdq",akraj555,"Laxmi Nagar, New Delhi"
1202,"@virenderadr 📢 scam alert📢
this number belongs scammers from west bengal/bihar and these people duping innocent peo… https://t.co/yk11iiqomo",akraj555,"Laxmi Nagar, New Delhi"
1203,"india got 13.5k oxygen cylinders, 5.3l remdesivir as global aid: gov

#oxygen #remdesivir #indiafightscovid19 #india",banerjee_khush,
1204,"@virenderadr 📢 scam alert📢
this number belongs scammers from west bengal/bihar and these people duping innocent peo… https://t.co/wx05yir0yx",akraj555,"Laxmi Nagar, New Delhi"
1205,"rt @findcovidleads: oxygen beds available in rachi
acms hospital
contact: 9304693712
verified at 9:12 am on may 17
#ranchi #covid19indiahel…",_hardie__,♡MSD⁷♡⡱
1206,"@virenderadr 📢 scam alert📢
this number belongs scammers from west bengal/bihar and these people duping innocent peo… https://t.co/iqbc58kfeo",akraj555,"Laxmi Nagar, New Delhi"
1207,"rt @anupamrajsingh2: 2.15 lkh #trees ,mostly endemic and medicinal, to be chopped in draught prone bundelkhand. wildlife losses- huge. 5.59…",tanmay_shinde99,
1208,"rt @logicalindians: the politician, along with his 1000-member team, has been responding to multiple 3sos messages and helping people find…",NsuiGaurav,"Dongargaon, India"
1209,"rt @3rdcultureme: seeking an ambulance urgently in #ktm 

pls dm me directly #oxygen level significantly dropping",recklessaf04,"Kathmandu, Nepal"
1210,"@virenderadr 📢 scam alert📢
this number belongs scammers from west bengal/bihar and these people duping innocent peo… https://t.co/dz8hhbtczi",akraj555,"Laxmi Nagar, New Delhi"
1211,"rt @logicalindians: the politician, along with his 1000-member team, has been responding to multiple 3sos messages and helping people find…",Rohitgurjariyc,"Manasa, India"
